motor_id,value
11,2065
12,2051
13,2043
14,2025
15,2002
21,2035
22,2039
23,2056
24,2081
25,2104
31,2158
32,2014
33,2047
34,2260
35,2147
41,2874
42,2691
43,3004
44,2039
51,607
52,1159
53,1091
54,2287
